stop_u,stop_v,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Royal View Hotel,  Castle Peak Road - Ting Kau","Lido Beach,  Castle Peak Road - Ting Kau",304.0,114.0,304.0,114.0
"Lido Beach,  Castle Peak Road - Ting Kau","Hoi Mei Beach,  Castle Peak Road - Ting Kau",304.0,114.0,304.0,114.0
"Hoi Mei Beach,  Castle Peak Road - Ting Kau","Castle Peak Road-Sham Tseng,  Opposite Rhine Garden",228.0,38.0,228.0,38.0
"Castle Peak Road-Sham Tseng,  Opposite Rhine Garden","Castle Peak Road-Sham Tseng,  Outside Lido Garden",684.0,304.0,684.0,304.0
"Castle Peak Road-Sham Tseng,  Outside Lido Garden","Castle Peak Road-Tsing Lung Tau,  Opposite Sea Crest Villa Phase 3",228.0,38.0,228.0,38.0
"Castle Peak Road-Tsing Lung Tau,  Opposite Sea Crest Villa Phase 3","Castle Peak Road-Tsing Lung Tau,  Opposite Sea Crest Villa Phase 4",228.0,38.0,228.0,38.0
"Castle Peak Road-Tsing Lung Tau,  Opposite Sea Crest Villa Phase 4","Lung Tang Road,  Outside Hong Kong Garden Carpark A",228.0,38.0,228.0,38.0
Tsing Yi Station GMB Terminus,"Tsing King Road,  Opposite Villa Esplanada Shopping Centre",76.0,76.0,76.0,76.0
"Tsing King Road,  Opposite Villa Esplanada Shopping Centre","Tsing Yi Road West,  Opposite Hang Chui House,  Cheung Hang Estate",76.0,76.0,76.0,76.0
"Tsing Yi Road West,  Outside Ching Wah Garden",Lantau Link Visitors Centre,38.0,38.0,38.0,38.0
Lantau Link Visitors Centre,"Castle Peak Road-Sham Tseng,  Opposite Rhine Garden",38.0,38.0,38.0,38.0
"Castle Peak Road-Sham Tseng,  Outside Lido Garden",Sea Crest Villa Phase I,76.0,76.0,76.0,76.0
Sea Crest Villa Phase I,"Castle Peak Road-Sham Tseng,  Opposite Lido Garden",76.0,76.0,76.0,76.0
"Castle Peak Road-Sham Tseng,  Opposite Lido Garden","Castle Peak Road-Sham Tseng,  Outside Rhine Garden",266.0,190.0,266.0,190.0
"Castle Peak Road-Sham Tseng,  Outside Rhine Garden","Tsing Yi Road West,  Opposite Ching Wah Playground",76.0,76.0,76.0,76.0
"Tsing Yi Road West,  Opposite Ching Wah Playground","Tsing King Road,  Outside Villa Esplanada Shopping Centre",76.0,76.0,76.0,76.0
"Tsing King Road,  Outside Villa Esplanada Shopping Centre",Tsing Yi Station GMB Terminus,76.0,76.0,76.0,76.0
"Tsing Yi Road West,  Outside Ching Wah Garden","Castle Peak Road-Sham Tseng,  Opposite Rhine Garden",38.0,38.0,38.0,38.0
"Chak On Road,  Outside Lai Chak House,  Chak On Estate","Nam Cheong Street,  Outside Public Health Laboratory Centre",380.0,253.3333334,380.0,253.3333334
"Nam Cheong Street,  Outside Public Health Laboratory Centre","Woh Chai Street,  Outside Ming Yin College",190.0,126.6666667,190.0,126.6666667
"Woh Chai Street,  Outside Ming Yin College","Nam Cheong Street,  Opposite Shek Kip Mei Fire Station",456.0,329.3333334,456.0,329.3333334
"Nam Cheong Street,  Opposite Shek Kip Mei Fire Station","Chak On Road,  Outside Lai Chak House,  Chak On Estate",380.0,253.3333334,380.0,253.3333334
"Nam Cheong Street,  Outside Public Health Laboratory Centre","Berwick Street,  Outside Shek Kip Mei Market",266.0,202.6666667,266.0,202.6666667
"Berwick Street,  Outside Shek Kip Mei Market","Woh Chai Street,  Outside Ming Yin College",931.0,535.1666667,931.0,535.1666667
Tin Wan Public Transport Interchange,"Wah King House,  Wah King Street",171.0,114.0,152.0,114.0
"Wah King House,  Wah King Street",Opposite Wah Fu (North) Bus Terminus,171.0,114.0,152.0,114.0
Opposite Wah Fu (North) Bus Terminus,"Wah Tai House,  Wah Fu Road",171.0,114.0,152.0,114.0
"Wah Tai House,  Wah Fu Road","Opposite Yu Chun Keung Memorial College No. 2,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Opposite Yu Chun Keung Memorial College No. 2,  Pok Fu Lam Road","Pokfulam Skills Centre,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Pokfulam Skills Centre,  Pok Fu Lam Road","Pok Fu Lam Reservoir Road,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Pok Fu Lam Reservoir Road,  Pok Fu Lam Road","Ebenezer School,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Ebenezer School,  Pok Fu Lam Road","Opposite Queen Mary Hospital,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Opposite Queen Mary Hospital,  Pok Fu Lam Road","Mount Davis Road,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Mount Davis Road,  Pok Fu Lam Road","Opposite Pokfield Road Bus Terminus,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Opposite Pokfield Road Bus Terminus,  Pok Fu Lam Road","The Belcher^s,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"The Belcher^s,  Pok Fu Lam Road","Yam Pak Building,  Pok Fu Lam Road",171.0,114.0,152.0,114.0
"Yam Pak Building,  Pok Fu Lam Road","St. Paul^s College,  Bonham Road",171.0,114.0,152.0,114.0
"St. Paul^s College,  Bonham Road","University of Hong Kong,  Bonham Road",171.0,114.0,152.0,114.0
"University of Hong Kong,  Bonham Road","Opposite Ning Yeung Terrace,  Bonham Road",171.0,114.0,152.0,114.0
"Opposite Ning Yeung Terrace,  Bonham Road","Bonham Road,  near Eastern Street",171.0,114.0,152.0,114.0
"Bonham Road,  near Eastern Street","High Street,  Bonham Road",171.0,114.0,152.0,114.0
"High Street,  Bonham Road","Hospital Road,  Bonham Road",171.0,114.0,152.0,114.0
"Hospital Road,  Bonham Road","Ladder Street,  Caine Road",171.0,114.0,152.0,114.0
"Ladder Street,  Caine Road",No.119-125 Caine Road,171.0,114.0,152.0,114.0
No.79 Caine Road,No.21-23 Caine Road,171.0,114.0,152.0,114.0
No.21-23 Caine Road,"Admiralty Station,  Queensway",114.0,76.0,95.0,76.0
"Admiralty Station,  Queensway",Queensway outside Admiralty Garden near Admiralty Station Exit C1,114.0,76.0,95.0,76.0
"Hennessy Road,  outside Asian House",No. 483 Lockhart Road,171.0,114.0,152.0,114.0
No. 483 Lockhart Road,"Percival Street,  Jaffe Road",171.0,114.0,152.0,114.0
"Admiralty Station,  Queensway","Percival Street,  Jaffe Road",114.0,76.0,95.0,76.0
"Percival Street,  Jaffe Road","Caritas House,  Caine Road",114.0,76.0,95.0,76.0
"Caritas House,  Caine Road",No.482 Lockhart Road,114.0,76.0,95.0,76.0
No.482 Lockhart Road,"Lockhart Road,  East of Marsh Road",171.0,114.0,152.0,114.0
"Lockhart Road,  East of Marsh Road","Shelley Street,  Caine Road",114.0,76.0,95.0,76.0
"Shelley Street,  Caine Road",No. 256 Hennessy Road,114.0,76.0,95.0,76.0
No. 256 Hennessy Road,"Shing Wong Street,  Caine Road",114.0,76.0,95.0,76.0
"Shing Wong Street,  Caine Road",No. 22 Hennessy Road,114.0,76.0,95.0,76.0
No. 22 Hennessy Road,"Euston Court,  Bonham Road",114.0,76.0,95.0,76.0
"Euston Court,  Bonham Road","Queensway,  outside Pacific Place",114.0,76.0,95.0,76.0
"Queensway,  outside Pacific Place",No. 64 Bonham Road,114.0,76.0,95.0,76.0
No. 64 Bonham Road,"Caritas House,  Caine Road",114.0,76.0,95.0,76.0
"Caritas House,  Caine Road","Centre Street,  Bonham Road",114.0,76.0,95.0,76.0
"Centre Street,  Bonham Road","Shelley Street,  Caine Road",114.0,76.0,95.0,76.0
"Shelley Street,  Caine Road","University of Hong Kong East Gate,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"University of Hong Kong East Gate,  Pok Fu Lam Road","Shing Wong Street,  Caine Road",114.0,76.0,95.0,76.0
"Shing Wong Street,  Caine Road","University of Hong Kong West Gate,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"University of Hong Kong West Gate,  Pok Fu Lam Road","Euston Court,  Bonham Road",114.0,76.0,95.0,76.0
"Euston Court,  Bonham Road","Opposite The Belcher^s,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Opposite The Belcher^s,  Pok Fu Lam Road",No. 64 Bonham Road,114.0,76.0,95.0,76.0
No. 64 Bonham Road,"Pokfield Road Bus Terminus,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Pokfield Road Bus Terminus,  Pok Fu Lam Road","Centre Street,  Bonham Road",114.0,76.0,95.0,76.0
"Centre Street,  Bonham Road","Pok Fu Lam Playground,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Pok Fu Lam Playground,  Pok Fu Lam Road","University of Hong Kong East Gate,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"University of Hong Kong East Gate,  Pok Fu Lam Road","Queen Mary Hospital,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Queen Mary Hospital,  Pok Fu Lam Road","University of Hong Kong West Gate,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"University of Hong Kong West Gate,  Pok Fu Lam Road","Opposite Ebenezer School,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Opposite Ebenezer School,  Pok Fu Lam Road","Opposite The Belcher^s,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Opposite The Belcher^s,  Pok Fu Lam Road","Pok Fu Lam Reservoir Road,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Pok Fu Lam Reservoir Road,  Pok Fu Lam Road","Pok Fu Lam Village,  Pok Fu Lam Road",285.0,190.0,247.0,190.0
"Pok Fu Lam Village,  Pok Fu Lam Road","Pokfield Road Bus Terminus,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Pokfield Road Bus Terminus,  Pok Fu Lam Road","Yu Chun Keung Memorial College No. 2,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Yu Chun Keung Memorial College No. 2,  Pok Fu Lam Road","Pok Fu Lam Playground,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Pok Fu Lam Playground,  Pok Fu Lam Road","Wah Lok House,  Wah Fu Road",114.0,76.0,95.0,76.0
"Wah Lok House,  Wah Fu Road","Queen Mary Hospital,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Queen Mary Hospital,  Pok Fu Lam Road","Wah Fu Commercial Complex,  Wah Fu Road",114.0,76.0,95.0,76.0
"Wah Fu Commercial Complex,  Wah Fu Road","Opposite Ebenezer School,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Opposite Ebenezer School,  Pok Fu Lam Road","Wah Ching House,  Wah Fu Road",114.0,76.0,95.0,76.0
"Wah Ching House,  Wah Fu Road","Pok Fu Lam Reservoir Road,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Pok Fu Lam Village,  Pok Fu Lam Road","Pui Ying Secondary School,  Wah Fu Road",114.0,76.0,95.0,76.0
"Pui Ying Secondary School,  Wah Fu Road",Wah Fu (North) Bus Terminus,285.0,190.0,247.0,190.0
Wah Fu (North) Bus Terminus,"Yu Chun Keung Memorial College No. 2,  Pok Fu Lam Road",114.0,76.0,95.0,76.0
"Yu Chun Keung Memorial College No. 2,  Pok Fu Lam Road",Tin Wan Market,114.0,76.0,95.0,76.0
Tin Wan Market,"Wah Lok House,  Wah Fu Road",114.0,76.0,95.0,76.0
"Wah Lok House,  Wah Fu Road",Tin Wan Public Transport Interchange,114.0,76.0,95.0,76.0
Tin Wan Public Transport Interchange,"Wah Fu Commercial Complex,  Wah Fu Road",114.0,76.0,95.0,76.0
"Wah Ching House,  Wah Fu Road","Pui Ying Secondary School,  Wah Fu Road",171.0,114.0,152.0,114.0
Wah Fu (North) Bus Terminus,Tin Wan Market,171.0,114.0,152.0,114.0
Tin Wan Market,Tin Wan Public Transport Interchange,171.0,114.0,152.0,114.0
"Hong King Street,  Outside Lee King Building",No.244 Castle Peak Road-Yuen Long,190.0,114.0,190.0,114.0
No.244 Castle Peak Road-Yuen Long,"Castle Peak Road-Ping Shan,  Outside Long Bin Interim Housing",190.0,114.0,190.0,114.0
"Castle Peak Road-Ping Shan,  Outside Long Bin Interim Housing","Tong Yan San Tsuen Road,  Outside Wai Kwan Primary School",190.0,114.0,190.0,114.0
"Tong Yan San Tsuen Road,  Outside Wai Kwan Primary School","Tong Yan San Tsuen Road,  near Jasper Court",190.0,114.0,190.0,114.0
"Tong Yan San Tsuen Road,  near Jasper Court",The Eldorado,190.0,114.0,190.0,114.0
The Eldorado,Windosr Villa,190.0,114.0,190.0,114.0
Windosr Villa,"Tong Yan San Tsuen Road,  near Recours La Serre",190.0,114.0,190.0,114.0
"Tong Yan San Tsuen Road,  near Recours La Serre",Opposite Tong Yan San Tsuen Road No.87,190.0,114.0,190.0,114.0
Opposite Tong Yan San Tsuen Road No.87,"Tong Yan San Tsuen Road,  near Tsui Yuen Villa",190.0,114.0,190.0,114.0
"Tong Yan San Tsuen Road,  near Tsui Yuen Villa",Opposite San Hi Tsuen Street Np.19,190.0,114.0,190.0,114.0
Opposite San Hi Tsuen Street Np.19,"Castle Peak Road-Yuen Long,  Outside Villa by the Park",190.0,114.0,190.0,114.0
"Castle Peak Road-Yuen Long,  Outside Villa by the Park",Sun Yuen Long Plaza Bus Terminus,190.0,114.0,190.0,114.0
Sun Yuen Long Plaza Bus Terminus,"Hong King Street,  Outside Lee King Building",190.0,114.0,190.0,114.0
"Wo Yi Hop Road,  Outside Lei Muk Shue Estate Redevelopment Project","Wo Yi Hop Road,  Opposite S.k.h. Li Ping Secondary School",228.0,126.6666667,228.0,126.6666667
"Wo Yi Hop Road,  Opposite S.k.h. Li Ping Secondary School",Opposite Sam Tung Uk Resite Village Tsz Tong,228.0,126.6666667,228.0,126.6666667
Opposite Sam Tung Uk Resite Village Tsz Tong,Hoi Pa Resite Village,370.5,202.6666667,304.0,202.6666667
Hoi Pa Resite Village,"Shek Wai Kok Road,  Opposite Shek Wai Kok Estate Bus Terminus",370.5,202.6666667,304.0,202.6666667
"Shek Wai Kok Road,  Opposite Shek Wai Kok Estate Bus Terminus","Shek Wai Kok Road,  Outside Shek Ho House,  Shek Wai Kok Estate",304.0,164.6666667,304.0,164.6666667
"Shek Wai Kok Road,  Outside Shek Ho House,  Shek Wai Kok Estate",No.75 Texaco Road,228.0,126.6666667,228.0,126.6666667
No.75 Texaco Road,Tsing Yi Station GMB Terminus,228.0,126.6666667,228.0,126.6666667
Tsing Yi Station GMB Terminus,"Tsing Yi Tsing King Road,  Opposite Ching Wang Court",228.0,126.6666667,228.0,126.6666667
"Tsing Yi Tsing King Road,  Opposite Ching Wang Court","Texaco Road,  Outside Po Yip Building",228.0,126.6666667,228.0,126.6666667
"Texaco Road,  Outside Po Yip Building","Shek Wai Kok Road,  Opposite Shek Ho House,  Shek Wai Kok Estate",228.0,126.6666667,228.0,126.6666667
"Shek Wai Kok Road,  Opposite Shek Ho House,  Shek Wai Kok Estate","Shek Wai Kok Road,  Outside Shek Wai Kok Estate Bus Terminus",228.0,126.6666667,228.0,126.6666667
"Shek Wai Kok Road,  Outside Shek Wai Kok Estate Bus Terminus",Tung Po To,465.5,259.6666667,399.0,259.6666667
Tung Po To,Sam Tung Uk Resite Village Tsz Tong,465.5,259.6666667,399.0,259.6666667
Sam Tung Uk Resite Village Tsz Tong,"Wo Yi Hop Road,  Outside Ho Fung College Sponsored By Sik Sik Yuen",370.5,202.6666667,304.0,202.6666667
"Wo Yi Hop Road,  Outside Ho Fung College Sponsored By Sik Sik Yuen","Wo Yi Hop Road,  Outside Lei Muk Shue Estate Redevelopment Project",228.0,126.6666667,228.0,126.6666667
Tsuen Wan (Tak Hoi Street),Tai Ho Road No.55,190.0,103.6363636,190.0,103.6363636
Tai Ho Road No.55,Lady Trench Polyclinic,190.0,103.6363636,190.0,103.6363636
Lady Trench Polyclinic,Ham Tin Street,190.0,103.6363636,190.0,103.6363636
Ham Tin Street,Po Yip Building,190.0,103.6363636,190.0,103.6363636
Po Yip Building,Commercial Centre 1 Tai Wo Hau Estate,190.0,103.6363636,190.0,103.6363636
Commercial Centre 1 Tai Wo Hau Estate,"Tai Wo Hau Estate,  Fu On House",418.0,217.63636359999998,418.0,217.63636359999998
"Tai Wo Hau Estate,  Fu On House","Tai Wo Hau Estate,  Fu Kwai House",304.0,198.63636359999998,304.0,198.63636359999998
"Tai Wo Hau Estate,  Fu Kwai House","Shek Tau Street,  Outside Fu Tai House,  Tai Wo Hau Estate",304.0,198.63636359999998,304.0,198.63636359999998
"Shek Tau Street,  Outside Fu Tai House,  Tai Wo Hau Estate","Kwai Chung Estate,  Tsz Kwai House",190.0,103.6363636,190.0,103.6363636
"Kwai Chung Estate,  Tsz Kwai House","Wo Tong Tsui Street,  Favor Industrial Centre",190.0,103.6363636,190.0,103.6363636
"Wo Tong Tsui Street,  Favor Industrial Centre","Wo Tong Tsui Street,  Outside Mai Chung Mansion",304.0,198.63636359999998,304.0,198.63636359999998
"Wo Tong Tsui Street,  Outside Mai Chung Mansion",No.109-115 Wo Tong Tsui Street,190.0,103.6363636,190.0,103.6363636
No.109-115 Wo Tong Tsui Street,"Kwai Chung Road,  Outside Hover Industrial Building",190.0,103.6363636,190.0,103.6363636
"Kwai Chung Road,  Outside Hover Industrial Building","Kwai Chung Road,  Outside Fabrico Industrial Building",446.5,255.63636359999998,380.0,255.63636359999998
"Kwai Chung Road,  Outside Fabrico Industrial Building","Kwai Chung Road,  Near Lamp Post No.fa6062",190.0,103.6363636,190.0,103.6363636
"Kwai Chung Road,  Near Lamp Post No.fa6062","Lai King Hill Road,  Opposite Wo King House,  Lai King Estate",190.0,103.6363636,190.0,103.6363636
"Lai King Hill Road,  Opposite Wo King House,  Lai King Estate","Lai King Hill Road,  Opposite Yin Lai Court Shopping Centre",598.5,301.2363636,484.5,301.2363636
"Lai King Hill Road,  Opposite Yin Lai Court Shopping Centre","Lai King Hill Road,  Outside Lai King Community Hall",922.8571429,419.32867129,874.0,407.6363636
"Lai King Hill Road,  Outside Lai King Community Hall","Lai King Hill Road,  Opposite Winifred Mary Cheung Morninghope School",637.8571429,305.32867129,589.0,293.6363636
"Lai King Hill Road,  Opposite Winifred Mary Cheung Morninghope School","Princess Magaret Hospital Specialist Out-patient Clinic,  Near Car Park",190.0,103.6363636,190.0,103.6363636
"Princess Magaret Hospital Specialist Out-patient Clinic,  Near Car Park","Lai King Hill Road,  Opposite Lai King Community Hall",190.0,103.6363636,190.0,103.6363636
"Lai King Hill Road,  Opposite Lai King Community Hall","Lai King Hill Road,  Outside Yat King House,  Lai King Estate",190.0,103.6363636,190.0,103.6363636
"Lai King Hill Road,  Outside Yat King House,  Lai King Estate","Lai King Hill Road,  Outside Lingnan Dr. Chung Wing Kwong Memorial Secondary School",190.0,103.6363636,190.0,103.6363636
"Lai King Hill Road,  Outside Lingnan Dr. Chung Wing Kwong Memorial Secondary School","Hing Fong Road,  Outside Osman Ramju Sadick Memorial Games Hall",190.0,103.6363636,190.0,103.6363636
"Hing Fong Road,  Outside Osman Ramju Sadick Memorial Games Hall","Wo Tong Tsui Street,  Opposite Mai Chung Mansion",190.0,103.6363636,190.0,103.6363636
"Wo Tong Tsui Street,  Opposite Mai Chung Mansion","Wo Tong Tsui Street,  opposite Favor Industrial Centre",190.0,103.6363636,190.0,103.6363636
"Wo Tong Tsui Street,  opposite Favor Industrial Centre","Kwai Chung Estate,  Tsz Kwai House",190.0,103.6363636,190.0,103.6363636
"Kwai Chung Estate,  Tsz Kwai House","Shek Tau Street,  Outside Fu Tai House,  Tai Wo Hau Estate",190.0,103.6363636,190.0,103.6363636
"Shek Tau Street,  Outside Fu Tai House,  Tai Wo Hau Estate","Tai Wo Hau Estate,  opposite Fu On House",674.5,375.96969693,674.5,375.96969693
"Tai Wo Hau Estate,  opposite Fu On House",No.75 Texaco Road,190.0,103.6363636,190.0,103.6363636
No.75 Texaco Road,"Sha Tsui Road,  Outside Tai Wo Hau Factory Estate",190.0,103.6363636,190.0,103.6363636
"Sha Tsui Road,  Outside Tai Wo Hau Factory Estate","Sha Tsui Road,  Outside Bo Shek Mansion",446.5,255.63636359999998,446.5,263.2363636
"Sha Tsui Road,  Outside Bo Shek Mansion","Sha Tsui Road,  Opposite Lady Trench Polyclinic",304.0,160.63636359999998,304.0,160.63636359999998
"Sha Tsui Road,  Opposite Lady Trench Polyclinic",Tsuen Wan (Tak Hoi Street),190.0,103.6363636,190.0,103.6363636
"Hong Shing Street,  Opposite Block B,  Kornhill","Greig Road,  Outside Block 5,  Nam Fung Sun Chuen",152.0,102.6,152.0,102.6
"Greig Road,  Outside Block 5,  Nam Fung Sun Chuen","King^s Road,  Outside Cityplaza I",76.0,45.6,76.0,45.6
"King^s Road,  Outside Cityplaza I",Shau Kei Wan Road No.21A,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.21A,Shau Kei Wan Road No.65,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.65,Shau Kei Wan Road No.151-153,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.151-153,Shau Kei Wan Road No.269,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.269,Shau Kei Wan Road No.301,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.301,Shau Kei Wan Road No.407-409,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.407-409,Factory Street No.13,76.0,45.6,76.0,45.6
Factory Street No.13,"Mong Lung Street,  Perfect Mount Gardens",76.0,45.6,76.0,45.6
"Mong Lung Street,  Perfect Mount Gardens",Mong Lung Street No. 2,76.0,45.6,76.0,45.6
Mong Lung Street No. 2,Shau Kei Wan Road No.418,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.418,Shau Kei Wan Road No.322,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.322,Shau Kei Wan Road No.192,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.192,Shau Kei Wan Road No.134,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.134,Shau Kei Wan Road No.100,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.100,Shau Kei Wan Road No.54,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.54,"Kornhill Road,  Sai Wan Terrace access road",76.0,45.6,76.0,45.6
"Kornhill Road,  Sai Wan Terrace access road","Kornhill Road,  Korhill Plaza (South) Taikoo Station",76.0,45.6,76.0,45.6
"Kornhill Road,  Korhill Plaza (South) Taikoo Station",King^s Road No.1064,76.0,45.6,76.0,45.6
King^s Road No.1064,"Greig Road Southbound,  At About 25m South Of King^s Road",76.0,45.6,76.0,45.6
"Greig Road Southbound,  At About 25m South Of King^s Road","Greig Road,  Opposite Block 3,  Nam Fung Sun Chuen",152.0,102.6,152.0,102.6
"Greig Road,  Opposite Block 3,  Nam Fung Sun Chuen","Greig Road,  Outside Block 6,  Nam Fung Sun Chuen",380.0,178.6,314.8571429,178.6
"Greig Road,  Outside Block 6,  Nam Fung Sun Chuen",Kornhill Block J,152.0,102.6,152.0,102.6
