stop_u,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
Connaught Road Central outside Shun Tak Centre,142.5,114.0,142.5,114.0
Pier Road opposite to Harbour Building,142.5,114.0,142.5,114.0
Connaught Place Northbound,142.5,114.0,142.5,114.0
Man Yiu Street outside Two IFC,142.5,114.0,142.5,114.0
"Lee On Road,  Outside Lee Hang House",269.1666667,240.6666667,269.1666667,240.6666667
Ping Shek Public Transport Interchange Podium,411.6666667,354.6666667,411.6666667,354.6666667
Choi Hung Road No.224,142.5,114.0,142.5,114.0
"Shatin Pass Road,  opposite Holy Cross Church",142.5,114.0,142.5,114.0
Tung Tau Tsuen Road and Tai Shing Street Junction,142.5,114.0,142.5,114.0
Lok Fu,142.5,114.0,142.5,114.0
Tung Tau Tsuen Road and Ching Tak Street Junction,142.5,114.0,142.5,114.0
"Shatin Pass Road,  near Chun Yan Street",237.5,171.0,218.5,171.0
"Opoosite Choi Hung Road,  No.206-208",142.5,114.0,142.5,114.0
"Lung Cheong Road,  opposite Choi Hung Estate",142.5,114.0,142.5,114.0
"Sau Mau Ping Road,  opposite United Christian Hospital",269.1666667,240.6666667,269.1666667,240.6666667
"Wo Muk Road,  Outside Wing Fok Centre Commercial Complex",370.5,228.0,342.0,228.0
Wo Mun Street Public Light Bus Terminus,76.0,57.0,76.0,57.0
"Wo Muk Road,  Outside Tower 3,  Union Plaza",218.5,133.0,190.0,133.0
"Sha Tau Kok Road-lung Yeuk Tau,  Outside Sheung Shui Divisional Police Station",304.0,247.0,304.0,247.0
On Chuen Street,114.0,57.0,114.0,57.0
"Sui Wan Road,  Near Ma Wat Tsuen",114.0,57.0,114.0,57.0
Ngau Chi Wan Public Tranport Terminus,411.6666667,316.6666667,316.6666667,316.6666667
Mt. Davis Road opposite Greenery Garden,76.0,38.0,0.0,0.0
Cathchick Street No.98,76.0,38.0,0.0,0.0
Shatin Pass Road opposite Wong Tai Sin Shopping Centre,126.6666667,76.0,126.6666667,76.0
Tai Hom Road eastbound near Sheung Yuen Street,126.6666667,76.0,126.6666667,76.0
Ping Shek 1/F Public Transport Interchange,335.6666667,266.0,335.6666667,266.0
No.14 Lung Sum Avenue,76.0,76.0,76.0,76.0
"Jockey Club Road,  Outside Tin Ping Estate (Lamp Post Bm8593)",76.0,76.0,76.0,76.0
"Jockey Club Road,  Outside Fan Gardens (Lamp Post Bm8605)",76.0,76.0,76.0,76.0
"Jockey Club Road,  Outside Fan Leng Lau (Lamp Post Bm8615)",76.0,76.0,76.0,76.0
"Fanling Lau,  Sha Tau Kok Road,  opposite L.P. N8628",76.0,76.0,76.0,76.0
"Wo Muk Road, outside Fan Leng Lau Road Playground",76.0,76.0,76.0,76.0
Ping Che Road,532.0,304.0,380.0,304.0
Ma Mei Ha,380.0,228.0,228.0,228.0
Loi Tung,380.0,228.0,228.0,228.0
Man Uk Pin,380.0,228.0,228.0,228.0
Sheung Wo Hang,380.0,228.0,228.0,228.0
Luk Keng Road,380.0,228.0,228.0,228.0
"Sha Tau Kok Public Light Bus Terminus,  Opposite Sha Tau Kok Fire Station",76.0,76.0,76.0,76.0
"Jockey Club Road,  Near Magistracy (Lamp Post Bm8615)",152.0,152.0,152.0,152.0
???????????????????????????????????????????????,152.0,152.0,152.0,152.0
"Jockey Club Road,  Near Fan Leng Pak Wai (Lamp Post Bm8602)",152.0,152.0,152.0,152.0
"Jockey Club Road,  Outside Sunningdale Garden (Lamp Post Bm8593)",152.0,152.0,152.0,152.0
Jockey Club Road westbound outside Tonguan Primary School,152.0,152.0,152.0,152.0
Bus Bay on Lung Sum Avenue southbound outside Lung Fung Garden,152.0,152.0,152.0,152.0
"Kai Yan Street,  Outside Kowloon Bay Centre Ho Miu Ling Nethersole Nursing Home",114.0,57.0,114.0,57.0
"Kai Lai Road,  Near Kai Yan Street",114.0,57.0,114.0,57.0
"Ngau Tau Kok Road,  Outside Block 2,  Upper Ngau Tau Kok Estate",114.0,57.0,114.0,57.0
"Ngau Tau Kok Road,  Outside Hay Cheuk Lau,  Garden Estate",256.5,152.0,209.0,152.0
"Sung Yan Street,  Outside Nam Wah Mansion",114.0,57.0,114.0,57.0
"Ngau Tau Kok Road,  Outside Bo Fung Building",114.0,57.0,114.0,57.0
"Ngau Tau Kok Road,  Outside Kwun Tong Government Primary School",399.0,247.0,304.0,247.0
"Ngau Tau Kok Road,  Outside On Tak Building",399.0,247.0,304.0,247.0
"Ngau Tau Kok Road,  opposite Ngau Tau Kok Municipal Services Building",190.0,114.0,190.0,114.0
"Ngau Tau Kok Road,  Opposite Block A,  Amoy Gardens",190.0,114.0,190.0,114.0
"Robinson Road,  Opposite Serene Court",142.5,76.0,114.0,76.0
Oaklands Avenue,285.0,152.0,228.0,152.0
"Lyttelton Road,  Near St Stephen^s Girls^ College",142.5,76.0,114.0,76.0
No. 76 Robinson Road,142.5,76.0,114.0,76.0
No. 66 Robinson Road,142.5,76.0,114.0,76.0
No. 4 Robinson Road,142.5,76.0,114.0,76.0
Garden Road,142.5,76.0,114.0,76.0
"Queensway,  Outside Admiralty Garden",142.5,76.0,114.0,76.0
Queen^s Road East Junction With Queensway,142.5,76.0,114.0,76.0
"Queen^s Road East,  Opposite Hopewell Centre",142.5,76.0,114.0,76.0
"Queen^s Road East,  Near Wan Chai Road",142.5,76.0,114.0,76.0
"Queen^s Road East,  Outside St Joseph^s Primary School",142.5,76.0,114.0,76.0
"Queen^s Road East,  Near Queen Elizabeth Stadium",142.5,76.0,114.0,76.0
"Leighton Road,  Near Leighton Centre",142.5,76.0,114.0,76.0
"Leighton Road,  Near Sunning Road",285.0,152.0,228.0,152.0
"Pennington Street,  Near Kerwisk Street",142.5,76.0,114.0,76.0
"Causeway Road,  Near Moreton Terrace",142.5,76.0,114.0,76.0
"Leighton Road,  Near Sun Wui Road",142.5,76.0,114.0,76.0
Leighton Road Junction With Wong Nai Chung Road,142.5,76.0,114.0,76.0
No.231-233 Queen^s Road East,142.5,76.0,114.0,76.0
"Queen^s Road East,  Outside Hopewell Centre",142.5,76.0,114.0,76.0
"Queen^s Road East,  outside Three Pacific Place",142.5,76.0,114.0,76.0
"Queensway,  Outside Pacific Place",142.5,76.0,114.0,76.0
"Hong Kong Squash Centre,  Cotton Tree Drive",142.5,76.0,114.0,76.0
No. 1 Robinson Road,142.5,76.0,114.0,76.0
No.29 Robinson Road,142.5,76.0,114.0,76.0
No. 65 Robinson Road,142.5,76.0,114.0,76.0
No. 101 Robinson Road,142.5,76.0,114.0,76.0
"Lyttelton Road,  Near Babington Road",142.5,76.0,114.0,76.0
Kan Tau Tsuen,152.0,76.0,152.0,76.0
Tan Chuk Hang,76.0,38.0,76.0,38.0
"Siu Hang Tsuen Access Road,  outside San Uk Tsuen Sitting-out Area",76.0,38.0,76.0,38.0
Suen Douh Camp,152.0,76.0,152.0,76.0
"Siu Hang Tsuen Access Road,  opposite to San Uk Tsuen Sitting-out Area",76.0,38.0,76.0,38.0
"Luk Keng Road,  Near Luk Keng Wong Uk",114.0,38.0,38.0,38.0
Fan Kam Road westbound near Golf Course,427.5,114.0,427.5,114.0
Bus stop on Fan Kam Road westbound near On Po Village,427.5,114.0,427.5,114.0
Fan Kam Road westbound near Lin Tong Mei,285.0,76.0,285.0,76.0
Tong Kung Leng,285.0,76.0,285.0,76.0
Fan Kam Road westbound near Tsiu Keng Road,285.0,76.0,285.0,76.0
Tsiu Keng Road near Pang Uk,142.5,38.0,142.5,38.0
"Nanking Street,  Outside David House",370.5,190.0,304.0,152.0
"Queen Elizabeth Hospital,  Outside Nurses Quarters",228.0,76.0,228.0,76.0
"Queen Elizabeth Hospital,  Hk Jockey Club Institute Of Radiotherapy And Oncology",513.0,304.0,380.0,228.0
"Wu Nam Street,  Outside On Tai Building",760.0,152.0,380.0,152.0
"Sha Wan Drive,  Opposite Maclehose Medical Rehabilitation Centre",1140.0,228.0,570.0,228.0
"Aberdeen Praya Road,  Outside Aberdeen Wholesale Fish Market",494.0,171.0,304.0,171.0
"The layby at Cyberport Road outside The Arcade,  Cyberport",760.0,152.0,380.0,152.0
Aberdeen Praya Road near Tin Wan Praya Road,380.0,76.0,190.0,76.0
"Residence Bel-Air,  Cyberport Road",1140.0,228.0,570.0,228.0
"Bel-Air on the Peak,  Cyberport Road",988.0,266.0,743.7142858,266.0
"Victoria Road,  near Wah Tsui Street",760.0,152.0,380.0,152.0
"Victoria Road,  Outside English School Foundation West Island School",760.0,152.0,380.0,152.0
Victoria Road near Mount Davis Road,760.0,152.0,380.0,152.0
Catchick Street near the Merton,760.0,152.0,380.0,152.0
"Belcher^s Street,  house no. 144",418.0,114.0,228.0,114.0
"Victoria Road,  Opposite English School Foundation West Island School",380.0,76.0,190.0,76.0
"The layby at Cyberport Road opposite to The Arcade,  Cyberport",380.0,76.0,190.0,76.0
"Bel-Air on The Peak,  Cyberport Road",380.0,76.0,190.0,76.0
No. 53 Shek Pai Wan Road,380.0,76.0,190.0,76.0
"Ping Kong Road,  Outside King Lam Garden",76.0,38.0,76.0,38.0
No.166 Sai Yeung Choi Street South,38.0,38.0,38.0,38.0
Sha Wan Drive,38.0,38.0,38.0,38.0
"Victoria Road,  Outside Block 19,  Baguio Villa",38.0,38.0,38.0,38.0
"Victoria Road,  Outside Block 27,  Baguio Villa",38.0,38.0,38.0,38.0
"Victoria Road,  Opposite Victoria Road Zone Sub-station",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Outside Tsui Tung House",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Outside Tsui Wing House",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Outside Tsui Lok House",38.0,38.0,38.0,38.0
Our Lady Of China Catholic Primary School,38.0,38.0,38.0,38.0
"Kai Lim Road,  Outside Tsui Ying House,  Tsui Ping (North)",38.0,38.0,38.0,38.0
"Kai Lim Road,  Outside Tsui Lok House,  Tsui Ping (South)",38.0,38.0,38.0,38.0
"Tsui Ping Road,  Outside Tsui Pak House,  Tsui Ping (North)",38.0,38.0,38.0,38.0
"Tsui Ping Road,  Outside Tsui On House,  Tsui Ping (North)",38.0,38.0,38.0,38.0
"Tsui Ping Road,  Opposite Tsui Ping Commercial Complex",38.0,38.0,38.0,38.0
"Tsui Ping Road,  Opposite Kwun Tong Maryknoll College",38.0,38.0,38.0,38.0
"Hip Wo Street,  Outside Chi Hang Building",38.0,38.0,38.0,38.0
"Hip Wo Street,  Outside Good View Court",38.0,38.0,38.0,38.0
"Tsui Ping Road,  Outside Christian Family Services Centre Jockey Club Building",38.0,38.0,38.0,38.0
"Tsui Ping (North) Estate,  Outside Tsui Tsz House",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Outside Car Park",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Opposite Tsui Heng House",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Opposite Tsui Wing House",38.0,38.0,38.0,38.0
"Tsui Ping (South) Estate,  Outside Tsui Chung House",38.0,38.0,38.0,38.0
"Tung Sing Road,  opposite No. 10",57.0,57.0,57.0,57.0
"Nam Long Shan Road,  Outside San Wui Commercial Society Of Hong Kong Chan Pak Sha School",57.0,57.0,57.0,57.0
"Shum Wan Road,  Outside Block 3,  South Wave Court",152.0,152.0,152.0,152.0
Shum Wan Road Public Transport Terminus,95.0,95.0,95.0,95.0
"Shum Wan Road,  Outside Aberdeen Mania Club",57.0,57.0,57.0,57.0
"Shum Wan Road,  Opposite Block 3,  South Wave Court",57.0,57.0,57.0,57.0
"Wong Chuk Hang Road,  Outside Nam Long Shan Road Sitting-out Area",57.0,57.0,57.0,57.0
San Uk Ling,152.0,76.0,152.0,76.0
Muk Wu Nga Yiu,152.0,76.0,152.0,76.0
Nga Yiu / Ta Kwu Ling Police Station / Chuk Yuen,152.0,76.0,152.0,76.0
Heung Yuen Wai,152.0,76.0,152.0,76.0
Lin Ma Hang Bus Terminus,76.0,38.0,76.0,38.0
"Po Shek Wu Road,  Opposite Hing Yan Tsuen (Lamp Post An7543)",76.0,38.0,76.0,38.0
Grantham Hospital,76.0,76.0,76.0,76.0
"Hok Yu Lane,  Outside Happy Court",228.0,228.0,228.0,228.0
"Man Wan Road,  Outside Star Court",152.0,152.0,152.0,152.0
No.63 Sai Yeung Choi Street South,76.0,76.0,76.0,76.0
"Man Fuk Road,  Outside Block B,  Cambridge Court",228.0,228.0,228.0,228.0
"House No. 113 Arygle Street,  Tai Ping Road",76.0,76.0,76.0,76.0
"Leung Tin Lane,  Outside Kai Shun House,  Kai Tin Estate",380.0,285.0,380.0,285.0
Lin Tak Road Outside Mei Tin House,380.0,285.0,380.0,285.0
Lin Tak Road Outside Choi Tin House,437.0,342.0,437.0,342.0
Hong Wah Court Car Park,380.0,285.0,380.0,285.0
"Sau Ming Road,  Outside Block 20 Sau Mau Ping Estate",437.0,342.0,437.0,342.0
"Sau Mau Ping Road,  Outside Sau Fu House",532.0,380.0,532.0,380.0
"Sau Mau Ping Road,  Opposite Sau Wah House",380.0,285.0,380.0,285.0
"Siu Mau Ping Road,  Outside Sau Mau Ping (Central) Bus Terminus",380.0,285.0,380.0,285.0
"Siu Mau Ping Road,  Opposite Sau Mau Ping Commercial Centre",475.0,342.0,475.0,342.0
"Sau Ming Road,  Outside Road Safety Town",380.0,285.0,380.0,285.0
Sau Hong House,380.0,285.0,380.0,285.0
On Yat House,760.0,570.0,760.0,570.0
On Chak House,760.0,570.0,760.0,570.0
Shun Lee Cooked Food Bazaar,380.0,285.0,380.0,285.0
"Shun King Street,  Outside Shun Lee Estate Car Park",380.0,285.0,380.0,285.0
Shun On Road opposite Shun Tin Bus Terminus,380.0,285.0,380.0,285.0
Sau Nga House,380.0,285.0,380.0,285.0
"Sau Ming Road,  Outside Sau Hong House,  Sau Mau Ping Estate",646.0,456.0,646.0,456.0
The Mission Covenant Church Holm Glad Primary School,532.0,380.0,532.0,380.0
Sau Mau Ping (Central) Bus Terminus,380.0,285.0,380.0,285.0
Sau Wah House,380.0,285.0,380.0,285.0
St Matthew^s Lutheran School,475.0,342.0,475.0,342.0
"Hiu Kwong Street,  Outside Sau Mau Ping Estate Redevelopment Project",437.0,342.0,437.0,342.0
"Hiu Kwong Street,  Opposite Sau Mau Ping (Upper) Bus Terminus",437.0,342.0,437.0,342.0
"Lin Tak Road,  Opposite Yee Hong House,  Hong Wah Court",893.0,482.6,893.0,482.6
"Lin Tak Road,  Opposite Choi Tin House",722.0,387.6,722.0,387.6
Lin Tak Road opposite Mei Tin House,665.0,330.6,665.0,330.6
Tak Lung House,380.0,285.0,380.0,285.0
Ping Tin Commercial Centre,380.0,285.0,380.0,285.0
No.2 Kuk Ting Street,361.0,273.6,361.0,273.6
Yuen Long Station (North) PublicTransport Interchange,228.0,159.6,228.0,159.6
"Castle Peak Road-Yuen Long,  Outside Yuen Long Tung Shing Lei Road",703.0,551.29230769,703.0,551.29230769
Kam Tin Road near Ha Ko Po Tsuen,836.0,619.69230769,836.0,619.69230769
Kam Tin Road near Ko Po Tsuen,836.0,631.38461538,836.0,631.38461538
MTR Kam Sheung Road Station-D Access,285.0,171.0,285.0,171.0
Kam Tin Bypass near Kam Hing Road,228.0,114.0,228.0,114.0
Kam Hing Wai,228.0,114.0,228.0,114.0
Shui Tau Tsuen,228.0,114.0,228.0,114.0
Shui Mei Tsuen,228.0,114.0,228.0,114.0
"Pak Wai Tsuen,  Outside Pak Wai Tsuen Rural Committee",114.0,57.0,114.0,57.0
Castle Peak Road-Yuen Long At The Bus Bay West Of Au Tau Roundabout,171.0,114.0,171.0,114.0
Castle Peak Road at the bus bay outside Yeung Uk Tsuen,646.0,558.6,646.0,558.6
Castle Peak Road (Yuen Long) near house no. 60,855.0,539.6,855.0,539.6
"Fau Tsoi Street,  Outside Kwong Wah Plaza",617.5,437.29230769000003,617.5,437.29230769000003
Yuen Long Station (North) Public Transport Interchange,1216.0,817.0,1216.0,817.0
Kam Sheung Road Station,209.0,171.0,209.0,171.0
Junction of Kam Tin Bypass and Kong Tai Road,152.0,114.0,152.0,114.0
"Kong Tai Road,  Outside Tai Kong Po",76.0,57.0,76.0,57.0
Castle Peak Road (Yuen Long) near Au Tau Interchange,494.0,323.29230769000003,494.0,323.29230769000003
Fung Kat Heung Road and San Tam Road Interchange,114.0,91.2,114.0,91.2
"Fung Kat Heung Road,  Fung Kat Heung",57.0,45.6,57.0,45.6
"Shan Ha Tsuen,  Shan Ha Tsuen Cheung Ancestral Hall",114.0,114.0,114.0,114.0
Town Park Road South,114.0,114.0,114.0,114.0
Yuen Long Tai Yuk Road,171.0,171.0,171.0,171.0
Kau Yuk Road,342.0,266.0,342.0,266.0
Hop Yick Road,114.0,114.0,114.0,114.0
Ki Lun Tsuen,51.81818182,45.6,51.81818182,45.6
Ki Lun Shan Au Pavilion,103.63636364,91.2,103.63636364,91.2
Ki Lun Shan Au Public Toilet,103.63636364,91.2,103.63636364,91.2
Pak Shek Au Interchange,103.63636364,91.2,103.63636364,91.2
"Castle Peak Road,  Lam Tei",190.0,87.69230769,190.0,87.69230769
"Tuen Mun Road,  Outside Ka Hay Building",190.0,87.69230769,190.0,87.69230769
"Tuen Mun Road,  Opposite Yan Oi Tong Community And Indoor Sports Centre",190.0,87.69230769,190.0,87.69230769
Junction of Nathan Road and Waterloo Road,380.0,175.38461538,380.0,175.38461538
"Mody Road,  Outside The Urban Council Centenary Garden",190.0,87.69230769,190.0,87.69230769
"Lai Chi Kok Road,  Outside Mei Foo San Chuen Phase 4",190.0,87.69230769,190.0,87.69230769
"Tuen Mun Road,  Outside Yan Oi Tong Community And Indoor Sports Centre",190.0,87.69230769,190.0,87.69230769
"Tuen Mun Road,  Opposite Ka Hay Building",190.0,87.69230769,190.0,87.69230769
"Tuen Mun Road,  Near Siu Hong Court",190.0,87.69230769,190.0,87.69230769
Wang Toi Shan Playground,228.0,175.38461538,228.0,175.38461538
"Fan Kam Road,  Outside Wang Toi Shan Village",114.0,87.69230769,114.0,87.69230769
Kam Tin Post Office,456.0,350.76923076,456.0,350.76923076
Kam Sheung Road Station Public Transport Interchange,988.0,753.2769230700001,988.0,753.2769230700001
"Kam Tin Road,  Opposite to Kam Tin Public Mong Yuen Primary School",228.0,175.38461538,228.0,175.38461538
Wang Toi Shan Hung Mo Tam,114.0,87.69230769,114.0,87.69230769
"Fan Kam Road,  Opposite Wang Toi Shan",228.0,175.38461538,228.0,175.38461538
"Kam Tin Road,  Shek Kong Vegetable Station",228.0,175.38461538,228.0,175.38461538
"Kam Tin Road,  Shek Kong Barracks",228.0,175.38461538,228.0,175.38461538
"Castle Peak Road-Yuen Long,  Opposite Sun Kong Hotel",722.0,429.69230769,722.0,429.69230769
"Kam Tin Road,  near Ha Ko Po Tsuen",228.0,163.69230769,228.0,163.69230769
Long Shin Estate,380.0,152.0,380.0,152.0
Yuen Long Stadium,190.0,76.0,190.0,76.0
"Castle Peak Road-Yuen Long,  Outside Yuen Long Landmark",190.0,76.0,190.0,76.0
"Castle Peak Road-Yuen Long,  Outside Kam Fung Building",418.0,266.0,418.0,266.0
"Pok Oi Hospital,  Outside South Wing",190.0,76.0,190.0,76.0
"West of Au Tau Interchange,  near Yeung Uk Tsuen",342.0,209.0,342.0,209.0
Au Tau Departmental Quarters Block C,190.0,76.0,190.0,76.0
No.110 Castle Peak Road-Yuen Long,190.0,76.0,190.0,76.0
No.200 Castle Peak Road-Yuen Long,190.0,76.0,190.0,76.0
Pok Oi Hospital,266.0,133.0,266.0,133.0
No.32 Castle Peak Road-Yuen Long,418.0,266.0,418.0,266.0
Shatin Station Public Transport Interchange,561.8571429,342.0,380.0,342.0
Bus lay-by on Yuen Wo Road outside Lek Yuen Estate,447.8571429,266.0,266.0,266.0
"Fung Shun Street,  Outside Sha Tin District Headquarter & Divisional Police Station",285.0,190.0,190.0,190.0
"Fung Shun Street,  Outside Wo Che Lutheran School",447.8571429,266.0,266.0,266.0
"Tak Hau Street,  Outside Wo Che Commercial Centre",447.8571429,266.0,266.0,266.0
Bus lay-by on Yuen Wo Road outside Wo Che Estate,447.8571429,266.0,266.0,266.0
"Au Pui Wan Street,  Outside Hairbest Industrial Building",285.0,190.0,190.0,190.0
"Au Pui Wan Street,  Outside Leader Industrial Centre",285.0,190.0,190.0,190.0
"Kwei Tei Street,  Outside Wah Sang Industrial Building",285.0,190.0,190.0,190.0
"Wong Chuk Yeung Street,  Near Kwai Tei San Chuen Road",285.0,190.0,190.0,190.0
"Kwei Tei San Chuen Road,  Kwai Tei San Chuen",285.0,190.0,190.0,190.0
Kwai Tei San Chuen Car Park,285.0,190.0,190.0,190.0
"Au Pui Wan Street,  Outside Kinho Industrial Building",447.8571429,266.0,266.0,266.0
Bus lay-by on Yuen Wo Road outside Sha Tin Sports Ground,285.0,190.0,190.0,190.0
"Yuen Wo Road,  Outside Sha Tin Jockey Club Swimming Pool",637.8571429,342.0,456.0,342.0
Tin Shui Commercial Complex,95.0,76.0,95.0,76.0
"Tin Shing Road,  outside QESOSA Secondary School",95.0,76.0,95.0,76.0
"Tin Wu Road,  outside Yiu Shing House Tin Yiu Estate",95.0,76.0,95.0,76.0
"Tin Yiu Road,  outside Yiu Man House Tin Yiu Estate",95.0,76.0,95.0,76.0
Tin Yiu Estate Yiu Foo House,95.0,76.0,95.0,76.0
"Tsing Lun Road,  outside Siu Kei House Siu Hong Court",95.0,76.0,95.0,76.0
"Tsing Lun Road,  outside Siu Yin House Siu Hong Court",95.0,76.0,95.0,76.0
"Tsing Chung Koon Road,  opposite to Greenery Villa",95.0,76.0,95.0,76.0
"Tsing Chung Koon Road,  outside Affluence Garden",95.0,76.0,95.0,76.0
"Tsun Wen Road,  opposite to Hing Wai House Tai Hing Estate",95.0,76.0,95.0,76.0
"Tsun Wen Road,  outside Tuen Mun Division Police Station",95.0,76.0,95.0,76.0
Tuen Mun Town Centre Bus Terminus,95.0,76.0,95.0,76.0
"Mong Kok Road,  near Portland Street",95.0,76.0,95.0,76.0
"Nathan Road,  near Waterloo Road",190.0,152.0,190.0,152.0
"Nathan Road,  near Gascoigne Road",95.0,76.0,95.0,76.0
"Nathan Road,  outside Prudential Centre",95.0,76.0,95.0,76.0
"Nathan Road,  outside St. Andrew^s Christian Centre",95.0,76.0,95.0,76.0
"Nathan Road,  near Cameron Road",95.0,76.0,95.0,76.0
"Nathan Road,  near Middle Road",95.0,76.0,95.0,76.0
"Hankow Road,  near Ichang Street",95.0,76.0,95.0,76.0
"Haiphong Road,  Junction With Lock Road",95.0,76.0,95.0,76.0
"Nathan Road,  outside Park Lane Shopper^s Boulevard",95.0,76.0,95.0,76.0
"Nathan Road,  outside JD Mall",95.0,76.0,95.0,76.0
"Nathan Road,  outside Kowloon Government Offices",95.0,76.0,95.0,76.0
"Nathan Road,  near Dundas Street",95.0,76.0,95.0,76.0
"Nathan Road,  near Nelson Street",95.0,76.0,95.0,76.0
"Tuen Mun Heung Sze Wui Road,  near LR Town Centre Stop",95.0,76.0,95.0,76.0
"Tsing Chung Koon Road,  opposite to Affluence Garden",95.0,76.0,95.0,76.0
"Tsing Chung Koon Road,  outside Greenery Villa",95.0,76.0,95.0,76.0
"Tsing Lun Road,  near LR Kei Lun Stop",95.0,76.0,95.0,76.0
"Tsing Lun Road,  opposite Siu Kei House Siu Hong Court",95.0,76.0,95.0,76.0
"Tin Yiu Estate,  opposite Yiu Foo House",95.0,76.0,95.0,76.0
"Tin Yiu Road,  outside Tin Shing Shopping Centre",95.0,76.0,95.0,76.0
"Tin Wu Road,  near Kingswood Villas Sherwood Court",95.0,76.0,95.0,76.0
Tin Shui Wai Town Centre Public Transport Interchange,95.0,76.0,95.0,76.0
Shan Pui Road,142.5,76.0,142.5,76.0
Sun Yuen Long Centre,142.5,76.0,142.5,76.0
Wang Fung Building,142.5,76.0,142.5,76.0
Former Shung Tak School,142.5,76.0,142.5,76.0
"Sai Yeung Choi Street South,  Near Pioneer Centre",228.0,76.0,228.0,76.0
"Argyle Street,  Outside Glen Haven",456.0,152.0,456.0,152.0
Waterloo Road,456.0,152.0,456.0,152.0
San Sham Road,456.0,152.0,456.0,152.0
Lok Ma Chau Control Point,285.0,133.0,285.0,133.0
